Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
36,WR36,Chris Godwin Jr.,TB,WR,10,5,36,36,0.00
37,WR37,Jayden Reed,GB,WR,11,5,37,37,0.00
38,WR38,Josh Downs,IND,WR,13,5,38,38,0.00
39,WR39,Stefon Diggs,WAS,WR,7,5,39,39,0.00
40,WR40,Courtland Sutton,DEN,WR,10,5,40,40,0.00
41,WR41,Jordan Addison,MIN,WR,6,6,41,41,0.00
42,WR42,Wan'Dale Robinson,TEN,WR,9,6,42,42,0.00
43,WR43,Alec Pierce,IND,WR,13,6,43,43,0.00
44,WR44,Brian Thomas Jr.,JAC,WR,7,6,44,44,0.00
45,WR45,Michael Wilson,ARI,WR,14,6,45,45,0.00
46,WR46,Jakobi Meyers,JAC,WR,7,6,46,46,0.00
47,WR47,KC Concepcion,CLE,WR,11,6,47,47,0.00
48,WR48,De'Zhaun Stribling,SF,WR,8,6,48,48,0.00
49,WR49,Romeo Doubs,NE,WR,11,6,49,49,0.00
50,WR50,Tre Tucker,LV,WR,13,6,50,50,0.00
51,WR51,Matthew Golden,GB,WR,11,6,51,51,0.00
52,WR52,Khalil Shakir,BUF,WR,7,6,52,52,0.00
53,WR53,Jalen Coker,CAR,WR,5,6,53,53,0.00
54,WR54,Makai Lemon,PHI,WR,10,6,54,54,0.00
55,WR55,Xavier Worthy,KC,WR,5,6,55,55,0.00
56,WR56,Deebo Samuel Sr.,SF,WR,8,6,56,56,0.00
57,WR57,Denzel Boston,CLE,WR,11,7,57,57,0.00
58,WR58,Rashid Shaheed,SEA,WR,11,7,58,58,0.00
59,WR59,Kayshon Boutte,HOU,WR,8,7,59,59,0.00
60,WR60,Dontayvion Wicks,PHI,WR,10,7,60,60,0.00
61,WR61,Ryan Flournoy,DAL,WR,14,7,61,61,0.00
62,WR62,Adonai Mitchell,NYJ,WR,13,7,62,62,0.00
63,WR63,Tre' Harris,LAC,WR,7,7,63,63,0.00
64,WR64,Jalen McMillan,TB,WR,10,7,64,64,0.00
65,WR65,Jerry Jeudy,CLE,WR,11,7,65,65,0.00
66,WR66,Jordyn Tyson,NO,WR,8,7,66,66,0.00
67,WR67,Jalen Nailor,LV,WR,13,7,67,67,0.00
68,WR68,Keenan Allen,IND,WR,13,7,68,68,0.00
69,WR69,Jauan Jennings,MIN,WR,6,7,69,69,0.00
70,WR70,Caleb Douglas,MIA,WR,6,7,70,70,0.00
71,WR71,Pat Bryant,DEN,WR,10,7,71,71,0.00
72,WR72,Omar Cooper Jr.,NYJ,WR,13,7,72,72,0.00
73,WR73,Malik Washington,MIA,WR,6,7,73,73,0.00
74,WR74,Chris Bell,MIA,WR,6,7,74,74,0.00
75,WR75,Cooper Kupp,SEA,WR,11,7,75,75,0.00
76,WR76,Malachi Fields,NYG,WR,8,8,76,76,0.00
77,WR77,Jaylin Noel,HOU,WR,8,8,77,77,0.00
78,WR78,Calvin Ridley,TEN,WR,9,8,78,78,0.00
79,WR79,Darnell Mooney,NYG,WR,8,8,79,79,0.00
80,WR80,Ja'Kobi Lane,BAL,WR,13,8,80,80,0.00
81,WR81,Devaughn Vele,NO,WR,8,8,81,81,0.00
82,WR82,Xavier Legette,CAR,WR,5,8,82,82,0.00
83,WR83,Isaac TeSlaa,DET,WR,6,8,83,83,0.00
84,WR84,Zachariah Branch,ATL,WR,11,8,84,84,0.00
85,WR85,Tyquan Thornton,KC,WR,5,8,85,85,0.00
86,WR86,Rashod Bateman,BAL,WR,13,8,86,86,0.00
87,WR87,Germie Bernard,PIT,WR,9,8,87,87,0.00
88,WR88,Travis Hunter,JAC,WR,7,8,88,88,0.00
89,WR89,Marvin Mims Jr.,DEN,WR,10,8,89,89,0.00
90,WR90,Antonio Williams,WAS,WR,7,8,90,90,0.00
91,WR91,Ted Hurst III,TB,WR,10,8,91,91,0.00
92,WR92,Cyrus Allen,KC,WR,5,8,92,92,0.00
93,WR93,Andrei Iosivas,CIN,WR,6,8,93,93,0.00
94,WR94,Keon Coleman,BUF,WR,7,8,94,94,0.00
95,WR95,DeMario Douglas,NE,WR,11,8,95,95,0.00
96,WR96,Jahan Dotson,ATL,WR,11,8,96,96,0.00
97,WR97,Xavier Hutchinson,HOU,WR,8,8,97,97,0.00
98,WR98,Troy Franklin,DEN,WR,10,8,98,98,0.00
99,WR99,Jack Bech,LV,WR,13,9,99,99,0.00
100,WR100,Bryce Lance,NO,WR,8,9,100,100,0.00
101,WR101,Tory Horton,SEA,WR,11,9,101,101,0.00
102,WR102,Skyler Bell,BUF,WR,7,9,102,102,0.00
103,WR103,Kyle Williams,NE,WR,11,9,103,103,0.00
104,WR104,Olamide Zaccheaus,ATL,WR,11,9,104,104,0.00
105,WR105,Kendrick Bourne,ARI,WR,14,9,105,105,0.00
106,WR106,Mack Hollins,NE,WR,11,9,106,106,0.00
107,WR107,KaVontae Turpin,DAL,WR,14,9,107,107,0.00
108,WR108,Kalif Raymond,CHI,WR,10,9,108,108,0.00
109,WR109,Isaiah Williams,NYJ,WR,13,9,109,109,0.00
110,WR110,Roman Wilson,PIT,WR,9,9,110,110,0.00
111,WR111,Zavion Thomas,CHI,WR,10,9,111,111,0.00
112,WR112,Elic Ayomanor,TEN,WR,9,9,112,112,0.00
113,WR113,Tank Dell,HOU,WR,8,9,113,113,0.00
114,WR114,Chimere Dike,TEN,WR,9,9,114,114,0.00
115,WR115,Elijah Sarratt,BAL,WR,13,9,115,115,0.00
116,WR116,Hollywood Brown,PHI,WR,10,9,116,116,0.00
117,WR117,Isaiah Bond,CLE,WR,11,9,117,117,0.00
118,WR118,Jalen Tolbert,MIA,WR,6,9,118,118,0.00
119,WR119,Darius Slayton,FA,WR,,9,119,119,0.00
120,WR120,Jalen Royals,KC,WR,5,9,120,120,0.00
121,WR121,Tez Johnson,TB,WR,10,9,121,121,0.00
122,WR122,Christian Kirk,SF,WR,8,9,122,122,0.00
123,WR123,Luke McCaffrey,WAS,WR,7,9,123,123,0.00
124,WR124,Joshua Palmer,BUF,WR,7,9,124,124,0.00
125,WR125,Brenen Thompson,LAC,WR,7,9,125,125,0.00
126,WR126,Treylon Burks,WAS,WR,7,10,126,126,0.00
127,WR127,Malik Benson,LV,WR,13,10,127,127,0.00
128,WR128,Konata Mumpfield,LAR,WR,11,10,128,128,0.00
129,WR129,Kevin Coleman Jr.,MIA,WR,6,10,129,129,0.00
130,WR130,Odell Beckham Jr.,NYG,WR,8,10,130,130,0.00
131,WR131,Savion Williams,GB,WR,11,10,131,131,0.00
132,WR132,Jaylin Lane,WAS,WR,7,10,132,132,0.00
133,WR133,Tutu Atwell,LAR,WR,11,10,133,133,0.00
134,WR134,Colbie Young,CIN,WR,6,10,134,134,0.00
135,WR135,Demarcus Robinson,SF,WR,8,10,135,135,0.00
136,WR136,CJ Daniels,LAR,WR,11,10,136,136,0.00
137,WR137,John Metchie III,CAR,WR,5,10,137,137,0.00
138,WR138,Jordan Whittington,LAR,WR,11,10,138,138,0.00
139,WR139,Barion Brown,NO,WR,8,10,139,139,0.00
140,WR140,Dont'e Thornton Jr.,LV,WR,13,10,140,140,0.00
141,WR141,Dyami Brown,WAS,WR,7,10,141,141,0.00
142,WR142,Deion Burks,IND,WR,13,10,142,142,0.00
143,WR143,Devontez Walker,BAL,WR,13,10,143,143,0.00
144,WR144,Tai Felton,MIN,WR,6,10,144,144,0.00
145,WR145,Ashton Dulin,IND,WR,13,10,145,145,0.00
146,WR146,Jahdae Walker,CHI,WR,10,10,146,146,0.00
147,WR147,Reggie Virgil,ARI,WR,14,10,147,147,0.00
148,WR148,KeAndre Lambert-Smith,LAC,WR,7,10,148,148,0.00
149,WR149,Kaden Wetjen,PIT,WR,9,10,149,149,0.00
150,WR150,Jacob Cowing,SF,WR,8,10,150,150,0.00
151,WR151,Efton Chism III,NE,WR,11,10,151,151,0.00
152,WR152,Tim Patrick,NYJ,WR,13,10,152,152,0.00
153,WR153,Jimmy Horn Jr.,CAR,WR,5,10,153,153,0.00
154,WR154,Jared Wayne,HOU,WR,8,10,154,154,0.00
155,WR155,Elijah Moore,PHI,WR,10,10,155,155,0.00
156,WR156,Xavier Smith,LAR,WR,11,10,156,156,0.00
157,WR157,Darius Cooper,PHI,WR,10,11,157,157,0.00
158,WR158,Derius Davis,LAC,WR,7,11,158,158,0.00
159,WR159,Dohnte Meyers,CIN,WR,6,11,159,159,0.00
160,WR160,Arian Smith,NYJ,WR,13,11,160,160,0.00
161,WR161,Josh Cameron,JAC,WR,7,11,161,161,0.00
162,WR162,Jonathan Mingo,DAL,WR,14,11,162,162,0.00
163,WR163,Jordan Watkins,SF,WR,8,11,163,163,0.00
164,WR164,Laquon Treadwell,IND,WR,13,11,164,164,0.00
165,WR165,Malachi Corley,CLE,WR,11,11,165,165,0.00
166,WR166,Skyy Moore,GB,WR,11,11,166,166,0.00
167,WR167,Devin Duvernay,ARI,WR,14,11,167,167,0.00
168,WR168,Tay Martin,DET,WR,6,11,168,168,0.00
169,WR169,Lil'Jordan Humphrey,DEN,WR,10,11,169,169,0.00
170,WR170,Jalen Brooks,ARI,WR,14,11,170,170,0.00
171,WR171,Kameron Johnson,TB,WR,10,11,171,171,0.00
172,WR172,Camden Brown,DAL,WR,14,11,172,172,0.00
173,WR173,Ben Skowronek,PIT,WR,9,11,173,173,0.00
174,WR174,Bo Melton,GB,WR,11,11,174,174,0.00
175,WR175,Myles Price,MIN,WR,6,11,175,175,0.00
176,WR176,J. Michael Sturdivant,GB,WR,11,11,176,176,0.00
177,WR177,Brycen Tremayne,CAR,WR,5,11,177,177,0.00
178,WR178,CJ Williams,JAC,WR,7,11,178,178,0.00
179,WR179,LaJohntay Wester,BAL,WR,13,11,179,179,0.00
180,WR180,Dareke Young,LV,WR,13,11,180,180,0.00
181,WR181,Chris Blair,ATL,WR,11,11,181,181,0.00
182,WR182,Tyrell Shavers,BUF,WR,7,11,182,182,0.00
183,WR183,Tylan Wallace,CLE,WR,11,11,183,183,0.00
184,WR184,Ryan Miller,MIA,WR,6,11,184,184,0.00
185,WR185,Simi Fehoko,ARI,WR,14,11,185,185,0.00
186,WR186,Ke'Shawn Williams,CIN,WR,6,11,186,186,0.00
187,WR187,David Sills V,TB,WR,10,11,187,187,0.00
188,WR188,Montorie Foster Jr.,SEA,WR,11,11,188,188,0.00
189,WR189,Braxton Berrios,NYG,WR,8,11,189,189,0.00
