Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
36,WR36,Alec Pierce,IND,WR,13,6,36,36,0.00
37,WR37,Brian Thomas Jr.,JAC,WR,7,6,37,37,0.00
38,WR38,Courtland Sutton,DEN,WR,10,6,38,38,0.00
39,WR39,Carnell Tate,TEN,WR,9,6,39,39,0.00
40,WR40,De'Zhaun Stribling,SF,WR,8,6,40,40,0.00
41,WR41,Stefon Diggs,WAS,WR,7,6,41,41,0.00
42,WR42,KC Concepcion,CLE,WR,11,6,42,42,0.00
43,WR43,Josh Downs,IND,WR,13,6,43,43,0.00
44,WR44,Michael Wilson,ARI,WR,14,6,44,44,0.00
45,WR45,Jordan Addison,MIN,WR,6,6,45,45,0.00
46,WR46,Makai Lemon,PHI,WR,10,7,46,46,0.00
47,WR47,Jalen Coker,CAR,WR,5,7,47,47,0.00
48,WR48,Xavier Worthy,KC,WR,5,7,48,48,0.00
49,WR49,Matthew Golden,GB,WR,11,7,49,49,0.00
50,WR50,Deebo Samuel Sr.,SF,WR,8,7,50,50,0.00
51,WR51,Wan'Dale Robinson,TEN,WR,9,7,51,51,0.00
52,WR52,Romeo Doubs,NE,WR,11,7,52,52,0.00
53,WR53,Michael Pittman Jr.,PIT,WR,9,7,53,53,0.00
54,WR54,Tre Tucker,LV,WR,13,7,54,54,0.00
55,WR55,Rashid Shaheed,SEA,WR,11,7,55,55,0.00
56,WR56,Jakobi Meyers,JAC,WR,7,7,56,56,0.00
57,WR57,Adonai Mitchell,NYJ,WR,13,7,57,57,0.00
58,WR58,Ja'Kobi Lane,BAL,WR,13,7,58,58,0.00
59,WR59,Denzel Boston,CLE,WR,11,7,59,59,0.00
60,WR60,Ryan Flournoy,DAL,WR,14,7,60,60,0.00
61,WR61,Jordyn Tyson,NO,WR,8,7,61,61,0.00
62,WR62,Jalen McMillan,TB,WR,10,8,62,62,0.00
63,WR63,Khalil Shakir,BUF,WR,7,8,63,63,0.00
64,WR64,Pat Bryant,DEN,WR,10,8,64,64,0.00
65,WR65,Kayshon Boutte,HOU,WR,8,8,65,65,0.00
66,WR66,Tre' Harris,LAC,WR,7,8,66,66,0.00
67,WR67,Dontayvion Wicks,PHI,WR,10,8,67,67,0.00
68,WR68,Rashod Bateman,BAL,WR,13,8,68,68,0.00
69,WR69,Jalen Nailor,LV,WR,13,8,69,69,0.00
70,WR70,Jauan Jennings,MIN,WR,6,8,70,70,0.00
71,WR71,Cyrus Allen,KC,WR,5,8,71,71,0.00
72,WR72,Ted Hurst III,TB,WR,10,8,72,72,0.00
73,WR73,Travis Hunter,JAC,WR,7,8,73,73,0.00
74,WR74,Jaylin Noel,HOU,WR,8,8,74,74,0.00
75,WR75,Caleb Douglas,MIA,WR,6,8,75,75,0.00
76,WR76,Jerry Jeudy,CLE,WR,11,8,76,76,0.00
77,WR77,Chris Bell,MIA,WR,6,8,77,77,0.00
78,WR78,Calvin Ridley,TEN,WR,9,8,78,78,0.00
79,WR79,Omar Cooper Jr.,NYJ,WR,13,8,79,79,0.00
80,WR80,Keenan Allen,IND,WR,13,8,80,80,0.00
81,WR81,Tyquan Thornton,KC,WR,5,9,81,81,0.00
82,WR82,Devaughn Vele,NO,WR,8,9,82,82,0.00
83,WR83,Keon Coleman,BUF,WR,7,9,83,83,0.00
84,WR84,Troy Franklin,DEN,WR,10,9,84,84,0.00
85,WR85,Darnell Mooney,NYG,WR,8,9,85,85,0.00
86,WR86,Isaac TeSlaa,DET,WR,6,9,86,86,0.00
87,WR87,Malik Washington,MIA,WR,6,9,87,87,0.00
88,WR88,Demarcus Robinson,SF,WR,8,9,88,88,0.00
89,WR89,Antonio Williams,WAS,WR,7,9,89,89,0.00
90,WR90,Darius Slayton,NYG,WR,8,9,90,90,0.00
91,WR91,Cooper Kupp,SEA,WR,11,9,91,91,0.00
92,WR92,Germie Bernard,PIT,WR,9,9,92,92,0.00
93,WR93,Malachi Fields,NYG,WR,8,9,93,93,0.00
94,WR94,Jack Bech,LV,WR,13,9,94,94,0.00
95,WR95,Tory Horton,SEA,WR,11,9,95,95,0.00
96,WR96,Bryce Lance,NO,WR,8,9,96,96,0.00
97,WR97,Elijah Sarratt,BAL,WR,13,9,97,97,0.00
98,WR98,Zachariah Branch,ATL,WR,11,9,98,98,0.00
99,WR99,Elic Ayomanor,TEN,WR,9,9,99,99,0.00
100,WR100,Chimere Dike,TEN,WR,9,9,100,100,0.00
101,WR101,Skyler Bell,BUF,WR,7,9,101,101,0.00
