Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
36,WR36,Courtland Sutton,DEN,WR,10,5,36,36,0.00
37,WR37,Mike Evans,SF,WR,8,5,37,37,0.00
38,WR38,Alec Pierce,IND,WR,13,5,38,38,0.00
39,WR39,Jayden Reed,GB,WR,11,6,39,39,0.00
40,WR40,Chris Godwin Jr.,TB,WR,10,6,40,40,0.00
41,WR41,Quentin Johnston,LAC,WR,7,6,41,41,0.00
42,WR42,Josh Downs,IND,WR,13,6,42,42,0.00
43,WR43,Romeo Doubs,NE,WR,11,6,43,43,0.00
44,WR44,De'Zhaun Stribling,SF,WR,8,6,44,44,0.00
45,WR45,Deebo Samuel Sr.,SF,WR,8,6,45,45,0.00
46,WR46,Wan'Dale Robinson,TEN,WR,9,6,46,46,0.00
47,WR47,Michael Wilson,ARI,WR,14,6,47,47,0.00
48,WR48,Matthew Golden,GB,WR,11,6,48,48,0.00
49,WR49,Jakobi Meyers,JAC,WR,7,6,49,49,0.00
50,WR50,Xavier Worthy,KC,WR,5,6,50,50,0.00
51,WR51,Khalil Shakir,BUF,WR,7,6,51,51,0.00
52,WR52,Makai Lemon,PHI,WR,10,6,52,52,0.00
53,WR53,Jordan Addison,MIN,WR,6,6,53,53,0.00
54,WR54,KC Concepcion,CLE,WR,11,7,54,54,0.00
55,WR55,Jalen Coker,CAR,WR,5,7,55,55,0.00
56,WR56,Jordyn Tyson,NO,WR,8,7,56,56,0.00
57,WR57,Tre Tucker,LV,WR,13,7,57,57,0.00
58,WR58,Jalen McMillan,TB,WR,10,7,58,58,0.00
59,WR59,Jalen Nailor,LV,WR,13,7,59,59,0.00
60,WR60,Kayshon Boutte,HOU,WR,8,7,60,60,0.00
61,WR61,Keenan Allen,IND,WR,13,7,61,61,0.00
62,WR62,Adonai Mitchell,NYJ,WR,13,7,62,62,0.00
63,WR63,Rashid Shaheed,SEA,WR,11,7,63,63,0.00
64,WR64,Ted Hurst III,TB,WR,10,7,64,64,0.00
65,WR65,Caleb Douglas,MIA,WR,6,7,65,65,0.00
66,WR66,Travis Hunter,JAC,WR,7,7,66,66,0.00
67,WR67,Denzel Boston,CLE,WR,11,7,67,67,0.00
68,WR68,Dontayvion Wicks,PHI,WR,10,7,68,68,0.00
69,WR69,Cyrus Allen,KC,WR,5,7,69,69,0.00
70,WR70,Tre' Harris,LAC,WR,7,7,70,70,0.00
71,WR71,Ja'Kobi Lane,BAL,WR,13,7,71,71,0.00
72,WR72,Jerry Jeudy,CLE,WR,11,8,72,72,0.00
73,WR73,Omar Cooper Jr.,NYJ,WR,13,8,73,73,0.00
74,WR74,Jauan Jennings,MIN,WR,6,8,74,74,0.00
75,WR75,Calvin Ridley,TEN,WR,9,8,75,75,0.00
76,WR76,Malik Washington,MIA,WR,6,8,76,76,0.00
77,WR77,Pat Bryant,DEN,WR,10,8,77,77,0.00
78,WR78,Ryan Flournoy,DAL,WR,14,8,78,78,0.00
79,WR79,Antonio Williams,WAS,WR,7,8,79,79,0.00
80,WR80,Isaac TeSlaa,DET,WR,6,8,80,80,0.00
81,WR81,Chris Bell,MIA,WR,6,8,81,81,0.00
82,WR82,Malachi Fields,NYG,WR,8,8,82,82,0.00
83,WR83,Jaylin Noel,HOU,WR,8,8,83,83,0.00
84,WR84,Zachariah Branch,ATL,WR,11,8,84,84,0.00
85,WR85,Rashod Bateman,BAL,WR,13,8,85,85,0.00
86,WR86,Darnell Mooney,NYG,WR,8,8,86,86,0.00
87,WR87,Cooper Kupp,SEA,WR,11,8,87,87,0.00
88,WR88,Xavier Legette,CAR,WR,5,8,88,88,0.00
89,WR89,Jack Bech,LV,WR,13,8,89,89,0.00
90,WR90,Devaughn Vele,NO,WR,8,8,90,90,0.00
91,WR91,Germie Bernard,PIT,WR,9,8,91,91,0.00
92,WR92,Keon Coleman,BUF,WR,7,8,92,92,0.00
93,WR93,Zavion Thomas,CHI,WR,10,8,93,93,0.00
94,WR94,Tank Dell,HOU,WR,8,9,94,94,0.00
95,WR95,Malik Benson,LV,WR,13,9,95,95,0.00
96,WR96,Jahan Dotson,ATL,WR,11,9,96,96,0.00
97,WR97,Kyle Williams,NE,WR,11,9,97,97,0.00
98,WR98,Tory Horton,SEA,WR,11,9,98,98,0.00
99,WR99,Troy Franklin,DEN,WR,10,9,99,99,0.00
100,WR100,Skyler Bell,BUF,WR,7,9,100,100,0.00
101,WR101,Andrei Iosivas,CIN,WR,6,9,101,101,0.00
102,WR102,KaVontae Turpin,DAL,WR,14,9,102,102,0.00
103,WR103,Odell Beckham Jr.,NYG,WR,8,9,103,103,0.00
104,WR104,Jalen Tolbert,MIA,WR,6,9,104,104,0.00
105,WR105,Darius Slayton,FA,WR,,9,105,105,0.00
106,WR106,Kendrick Bourne,ARI,WR,14,9,106,106,0.00
107,WR107,Elijah Sarratt,BAL,WR,13,9,107,107,0.00
108,WR108,Hollywood Brown,PHI,WR,10,9,108,108,0.00
109,WR109,Tyquan Thornton,KC,WR,5,9,109,109,0.00
110,WR110,Brenen Thompson,LAC,WR,7,9,110,110,0.00
111,WR111,Roman Wilson,PIT,WR,9,9,111,111,0.00
112,WR112,Colbie Young,CIN,WR,6,9,112,112,0.00
113,WR113,Elic Ayomanor,TEN,WR,9,9,113,113,0.00
114,WR114,Bryce Lance,NO,WR,8,9,114,114,0.00
115,WR115,DeMario Douglas,NE,WR,11,9,115,115,0.00
116,WR116,Marvin Mims Jr.,DEN,WR,10,9,116,116,0.00
117,WR117,CJ Daniels,LAR,WR,11,9,117,117,0.00
118,WR118,Chimere Dike,TEN,WR,9,9,118,118,0.00
119,WR119,Deion Burks,IND,WR,13,9,119,119,0.00
120,WR120,Isaiah Bond,CLE,WR,11,10,120,120,0.00
121,WR121,Jahdae Walker,CHI,WR,10,10,121,121,0.00
122,WR122,Jalen Royals,KC,WR,5,10,122,122,0.00
123,WR123,Xavier Hutchinson,HOU,WR,8,10,123,123,0.00
124,WR124,Treylon Burks,WAS,WR,7,10,124,124,0.00
125,WR125,Isaiah Williams,NYJ,WR,13,10,125,125,0.00
126,WR126,Kaden Wetjen,PIT,WR,9,10,126,126,0.00
127,WR127,Mack Hollins,NE,WR,11,10,127,127,0.00
128,WR128,Christian Kirk,SF,WR,8,10,128,128,0.00
129,WR129,Olamide Zaccheaus,ATL,WR,11,10,129,129,0.00
130,WR130,Joshua Palmer,BUF,WR,7,10,130,130,0.00
131,WR131,Tutu Atwell,LAR,WR,11,10,131,131,0.00
132,WR132,Konata Mumpfield,LAR,WR,11,10,132,132,0.00
133,WR133,Kalif Raymond,CHI,WR,10,10,133,133,0.00
134,WR134,Devontez Walker,BAL,WR,13,10,134,134,0.00
135,WR135,Luke McCaffrey,WAS,WR,7,10,135,135,0.00
136,WR136,Dyami Brown,WAS,WR,7,10,136,136,0.00
137,WR137,Jalen Brooks,ARI,WR,14,10,137,137,0.00
138,WR138,John Metchie III,CAR,WR,5,10,138,138,0.00
139,WR139,Kevin Coleman Jr.,MIA,WR,6,10,139,139,0.00
140,WR140,Brandon Aiyuk,SF,WR,8,10,140,140,0.00
141,WR141,Jimmy Horn Jr.,CAR,WR,5,10,141,141,0.00
142,WR142,Tez Johnson,TB,WR,10,10,142,142,0.00
143,WR143,Savion Williams,GB,WR,11,10,143,143,0.00
144,WR144,Dohnte Meyers,CIN,WR,6,10,144,144,0.00
145,WR145,Tay Martin,DET,WR,6,10,145,145,0.00
146,WR146,Cedric Tillman,NO,WR,8,10,146,146,0.00
147,WR147,Jaylin Lane,WAS,WR,7,10,147,147,0.00
148,WR148,Jordan Whittington,LAR,WR,11,10,148,148,0.00
149,WR149,KeAndre Lambert-Smith,LAC,WR,7,10,149,149,0.00
150,WR150,JuJu Smith-Schuster,FA,WR,,10,150,150,0.00
